algorithm,suite,D,run,status,message,runtime,resultFile,nReturned,nShared,nFoundShared,peakRecall,bestConsensus,consensusGap,meanConsensus,IGDX,GDX,minDistanceToShared,ndCount,ndRatio,highConsensusRatio,HV2D
NBN_CMEAS,1,2,1,ok,,NaN,D:\code\multi_party_multi_modal\hamaza_code\Visualization\multiparty_nbn_cmaes\D2\suite_1_p1_balanced\archive_consensus_optima.txt,4,2,2,1,88.478549406049,1.52145059395104,78.946042221023,2.35965578421286e-06,0.0173110820129633,6.5891420751957e-07,2,0.5,0.5,8018.14585596908
NBN_CMEAS,2,2,1,ok,,NaN,D:\code\multi_party_multi_modal\hamaza_code\Visualization\multiparty_nbn_cmaes\D2\suite_2_p2_unequal_basins\archive_consensus_optima.txt,6,2,2,1,89.9999999998816,1.18362208922917e-10,81.6125948949313,0.000200587924959944,0.027626814411484,2.49316361524107e-08,1,0.166666666666667,0.333333333333333,8099.99999998021
NBN_CMEAS,3,2,1,ok,,NaN,D:\code\multi_party_multi_modal\hamaza_code\Visualization\multiparty_nbn_cmaes\D2\suite_3_p3_local_conflict\archive_consensus_optima.txt,4,1,1,1,89.9999999999995,5.25801624462474e-13,78.2078165167815,6.10837737779837e-09,0.0309630494789696,6.10837737779837e-09,1,0.25,0.25,8099.99999999993
NBN_CMEAS,4,2,1,ok,,NaN,D:\code\multi_party_multi_modal\hamaza_code\Visualization\multiparty_nbn_cmaes\D2\suite_4_p4_rugged\archive_consensus_optima.txt,14,2,2,1,89.9999999999992,8.38440428196918e-13,77.6424845428405,1.70364034223728e-05,0.0412965919832742,8.28676413578303e-09,1,0.0714285714285714,0.142857142857143,8099.9999999999
NBN_CMEAS,5,2,1,ok,,NaN,D:\code\multi_party_multi_modal\hamaza_code\Visualization\multiparty_nbn_cmaes\D2\suite_5_p5_rotated\archive_consensus_optima.txt,3,1,1,1,90,0,76.9782316448036,3.50217823547183e-10,0.0236282426469857,3.50217823547183e-10,1,0.333333333333333,0.333333333333333,8100
NBN_CMEAS,6,2,1,ok,,NaN,D:\code\multi_party_multi_modal\hamaza_code\Visualization\multiparty_nbn_cmaes\D2\suite_6_p6_deceptive\archive_consensus_optima.txt,8,2,2,1,89.9999999999996,4.2632564145606e-13,79.3674007118497,0.000172024387635679,0.0377232070861389,7.14117786318118e-09,1,0.125,0.25,8099.99999999994
NBN_CMEAS,7,2,1,ok,,NaN,D:\code\multi_party_multi_modal\hamaza_code\Visualization\multiparty_nbn_cmaes\D2\suite_7_p7_hierarchical\archive_consensus_optima.txt,11,2,2,1,89.9999999999989,1.12265752250096e-12,79.3395084352509,2.15149844754172e-05,0.0456913844572721,1.71660641210663e-08,1,0.0909090909090909,0.363636363636364,8099.99999999981
NBN_CMEAS,8,2,1,ok,,NaN,D:\code\multi_party_multi_modal\hamaza_code\Visualization\multiparty_nbn_cmaes\D2\suite_8_p8_disconnected\archive_consensus_optima.txt,18,2,2,1,89.9999999999999,5.6843418860808e-14,79.8802605308123,2.74315410944071e-06,0.0737258512109083,2.49885270722442e-09,1,0.0555555555555556,0.333333333333333,8099.99999999999
NBN_CMEAS,9,2,1,ok,,NaN,D:\code\multi_party_multi_modal\hamaza_code\Visualization\multiparty_nbn_cmaes\D2\suite_9_p9_twenty_shared_optima\archive_consensus_optima.txt,23,20,16,0.8,89.9999999999997,2.55795384873636e-13,86.2223035375282,0.00743350074710359,0.00719130230200508,2.02847041022329e-09,1,0.0434782608695652,0.695652173913043,8099.99999999996
NBN_CMEAS,10,2,1,ok,,NaN,D:\code\multi_party_multi_modal\hamaza_code\Visualization\multiparty_nbn_cmaes\D2\suite_10_p10_rotated_rugged_deceptive\archive_consensus_optima.txt,14,6,6,1,89.9999999999905,9.53548351390054e-12,80.1703746066929,0.000471383062782508,0.0207306308831994,1.14290102625037e-08,1,0.0714285714285714,0.428571428571429,8099.99999999901
NBN_CMEAS,11,2,1,ok,,NaN,D:\code\multi_party_multi_modal\hamaza_code\Visualization\multiparty_nbn_cmaes\D2\suite_11_p11_hierarchical_disconnected\archive_consensus_optima.txt,12,8,8,1,89.9999997872102,2.12789800002611e-07,84.5896965511583,0.000664393828941472,0.010535399072208,1.64811089081022e-06,1,0.0833333333333333,0.666666666666667,8099.99997817052
NBN_CMEAS,12,2,1,ok,,NaN,D:\code\multi_party_multi_modal\hamaza_code\Visualization\multiparty_nbn_cmaes\D2\suite_12_p12_full_mixed_multimodal\archive_consensus_optima.txt,29,16,16,1,89.9999646938228,3.53061771534158e-05,82.4715423549993,0.000774247360269864,0.015758920448334,1.5556060866114e-05,1,0.0344827586206897,0.551724137931034,8099.99364510516
NBN_CMEAS,1,3,1,ok,,NaN,D:\code\multi_party_multi_modal\hamaza_code\Visualization\multiparty_nbn_cmaes\D3\suite_1_p1_balanced\archive_consensus_optima.txt,4,2,2,1,90.573462139428,-0.57346213942796,83.5301977981032,0.000994558720344325,0.0177241439821784,6.19161932845821e-06,1,0.25,0.5,8224.28501105566
NBN_CMEAS,2,3,1,ok,,NaN,D:\code\multi_party_multi_modal\hamaza_code\Visualization\multiparty_nbn_cmaes\D3\suite_2_p2_unequal_basins\archive_consensus_optima.txt,6,2,2,1,89.9999999935427,6.45731290660478e-09,79.3313256153667,0.00448526726434738,0.0241100977453051,4.57634062002649e-07,1,0.166666666666667,0.333333333333333,8099.99999917098
NBN_CMEAS,3,3,1,ok,,NaN,D:\code\multi_party_multi_modal\hamaza_code\Visualization\multiparty_nbn_cmaes\D3\suite_3_p3_local_conflict\archive_consensus_optima.txt,5,1,1,1,89.9999999545398,4.54601689625633e-08,82.0932450727146,1.34536629242987e-06,0.0397138099614754,1.34536629242987e-06,1,0.2,0.6,8099.99999404994
NBN_CMEAS,4,3,1,ok,,NaN,D:\code\multi_party_multi_modal\hamaza_code\Visualization\multiparty_nbn_cmaes\D3\suite_4_p4_rugged\archive_consensus_optima.txt,19,2,2,1,89.9999999507173,4.92827041398414e-08,77.0802654362134,8.18813875808061e-05,0.046169846663768,1.84644657851913e-06,1,0.0526315789473684,0.210526315789474,8099.99999137505
NBN_CMEAS,5,3,1,ok,,NaN,D:\code\multi_party_multi_modal\hamaza_code\Visualization\multiparty_nbn_cmaes\D3\suite_5_p5_rotated\archive_consensus_optima.txt,5,1,1,1,89.9999999878429,1.2157101991761e-08,79.866469047,4.96008918410547e-07,0.0411290495856923,4.96008918410547e-07,1,0.2,0.2,8099.99999811294
NBN_CMEAS,6,3,1,ok,,NaN,D:\code\multi_party_multi_modal\hamaza_code\Visualization\multiparty_nbn_cmaes\D3\suite_6_p6_deceptive\archive_consensus_optima.txt,5,2,2,1,89.9999954880678,4.51193216122192e-06,81.2981143253657,0.00306971326929419,0.0311104216192542,1.57128341192695e-05,1,0.2,0.4,8099.99931948607
NBN_CMEAS,7,3,1,ok,,NaN,D:\code\multi_party_multi_modal\hamaza_code\Visualization\multiparty_nbn_cmaes\D3\suite_7_p7_hierarchical\archive_consensus_optima.txt,20,2,2,1,89.9999999060059,9.39941315891701e-08,76.0407069799188,0.000365429381638932,0.0447691288000922,2.24803634840025e-06,1,0.05,0.25,8099.9999855927
NBN_CMEAS,8,3,1,ok,,NaN,D:\code\multi_party_multi_modal\hamaza_code\Visualization\multiparty_nbn_cmaes\D3\suite_8_p8_disconnected\archive_consensus_optima.txt,8,2,2,1,89.9999999924431,7.55694884446712e-09,81.747378381929,0.000959240157245639,0.051944665094502,1.08643023439636e-06,1,0.125,0.5,8099.99999912306
NBN_CMEAS,9,3,1,ok,,NaN,D:\code\multi_party_multi_modal\hamaza_code\Visualization\multiparty_nbn_cmaes\D3\suite_9_p9_twenty_shared_optima\archive_consensus_optima.txt,28,20,9,0.45,89.9998406519867,0.000159348013255567,78.544351324234,0.127265355452164,0.0235966058215782,9.27347540943169e-05,1,0.0357142857142857,0.321428571428571,8099.97231529918
NBN_CMEAS,10,3,1,ok,,NaN,D:\code\multi_party_multi_modal\hamaza_code\Visualization\multiparty_nbn_cmaes\D3\suite_10_p10_rotated_rugged_deceptive\archive_consensus_optima.txt,27,6,6,1,89.9999999886692,1.13308118443456e-08,77.5244187166124,0.0026467433406363,0.0386661205775331,6.26278483941968e-07,1,0.037037037037037,0.296296296296296,8099.99999865485
NBN_CMEAS,11,3,1,ok,,NaN,D:\code\multi_party_multi_modal\hamaza_code\Visualization\multiparty_nbn_cmaes\D3\suite_11_p11_hierarchical_disconnected\archive_consensus_optima.txt,15,8,8,1,89.9999923592984,7.64070159675612e-06,82.1825114484164,0.00321943031500624,0.0154330726177152,1.92028743593373e-05,1,0.0666666666666667,0.533333333333333,8099.99908952475
NBN_CMEAS,12,3,1,ok,,NaN,D:\code\multi_party_multi_modal\hamaza_code\Visualization\multiparty_nbn_cmaes\D3\suite_12_p12_full_mixed_multimodal\archive_consensus_optima.txt,42,16,14,0.875,89.9999999309223,6.90777426370914e-08,79.2353532309109,0.0373644780289836,0.0288349784153111,2.29242644831605e-06,1,0.0238095238095238,0.380952380952381,8099.99999153193
NBN_CMEAS,1,5,1,ok,,NaN,D:\code\multi_party_multi_modal\hamaza_code\Visualization\multiparty_nbn_cmaes\D5\suite_1_p1_balanced\archive_consensus_optima.txt,0,2,0,0,-Inf,Inf,NaN,Inf,NaN,NaN,0,0,NaN,0
NBN_CMEAS,2,5,1,ok,,NaN,D:\code\multi_party_multi_modal\hamaza_code\Visualization\multiparty_nbn_cmaes\D5\suite_2_p2_unequal_basins\archive_consensus_optima.txt,0,2,0,0,-Inf,Inf,NaN,Inf,NaN,NaN,0,0,NaN,0
NBN_CMEAS,3,5,1,ok,,NaN,D:\code\multi_party_multi_modal\hamaza_code\Visualization\multiparty_nbn_cmaes\D5\suite_3_p3_local_conflict\archive_consensus_optima.txt,3,1,1,1,89.9991113518185,0.000888648181529561,82.9566542791924,0.000211879927550536,0.020031594746627,0.000211879927550536,1,0.333333333333333,0.333333333333333,8099.86911604182
NBN_CMEAS,4,5,1,ok,,NaN,D:\code\multi_party_multi_modal\hamaza_code\Visualization\multiparty_nbn_cmaes\D5\suite_4_p4_rugged\archive_consensus_optima.txt,11,2,1,0.5,89.9998681914591,0.000131808540857037,75.8229316455834,0.398095053006744,0.0476140950825035,6.42120604677474e-05,1,0.0909090909090909,0.272727272727273,8099.9799524397
NBN_CMEAS,5,5,1,ok,,NaN,D:\code\multi_party_multi_modal\hamaza_code\Visualization\multiparty_nbn_cmaes\D5\suite_5_p5_rotated\archive_consensus_optima.txt,4,1,1,1,89.9994058649552,0.000594135044806876,79.3049001088034,0.000100351233478583,0.0320314810511906,0.000100351233478583,1,0.25,0.25,8099.91482945698
NBN_CMEAS,6,5,1,ok,,NaN,D:\code\multi_party_multi_modal\hamaza_code\Visualization\multiparty_nbn_cmaes\D5\suite_6_p6_deceptive\archive_consensus_optima.txt,3,2,1,0.5,89.9997814829798,0.000218517020172726,75.2211665438896,0.389425092004715,0.0239438941919452,2.90911875025153e-05,1,0.333333333333333,0.333333333333333,8099.97230523612
NBN_CMEAS,7,5,1,ok,,NaN,D:\code\multi_party_multi_modal\hamaza_code\Visualization\multiparty_nbn_cmaes\D5\suite_7_p7_hierarchical\archive_consensus_optima.txt,9,2,1,0.5,89.943823680371,0.0561763196289746,75.8488887935736,0.276683993591569,0.0311821955537007,0.00203998981701787,1,0.111111111111111,0.111111111111111,8091.9186513908
NBN_CMEAS,8,5,1,ok,,NaN,D:\code\multi_party_multi_modal\hamaza_code\Visualization\multiparty_nbn_cmaes\D5\suite_8_p8_disconnected\archive_consensus_optima.txt,4,2,1,0.5,89.9978818052684,0.00211819473160801,79.222699985416,0.432873929520197,0.0248752899583606,0.000224219305816131,1,0.25,0.25,8099.74664525796
NBN_CMEAS,9,5,1,ok,,NaN,D:\code\multi_party_multi_modal\hamaza_code\Visualization\multiparty_nbn_cmaes\D5\suite_9_p9_twenty_shared_optima\archive_consensus_optima.txt,9,20,1,0.05,89.9990129650397,0.000987034960260758,77.4216129106139,0.764461892858973,0.030983876330887,0.000175225993392961,1,0.111111111111111,0.111111111111111,8099.82670022419
NBN_CMEAS,10,5,1,ok,,NaN,D:\code\multi_party_multi_modal\hamaza_code\Visualization\multiparty_nbn_cmaes\D5\suite_10_p10_rotated_rugged_deceptive\archive_consensus_optima.txt,15,6,1,0.166666666666667,89.9980557175188,0.00194428248121881,74.2971939596761,0.617183120747949,0.0437924804363737,0.000354893459961536,1,0.0666666666666667,0.0666666666666667,8099.67835167918
NBN_CMEAS,11,5,1,ok,,NaN,D:\code\multi_party_multi_modal\hamaza_code\Visualization\multiparty_nbn_cmaes\D5\suite_11_p11_hierarchical_disconnected\archive_consensus_optima.txt,4,8,1,0.125,89.9993035804637,0.000696419536254211,76.1426679696249,0.610508529743645,0.0247440677308734,0.000109013761629586,1,0.25,0.25,8099.88180533848
NBN_CMEAS,12,5,1,ok,,NaN,D:\code\multi_party_multi_modal\hamaza_code\Visualization\multiparty_nbn_cmaes\D5\suite_12_p12_full_mixed_multimodal\archive_consensus_optima.txt,7,16,1,0.0625,89.9999383551054,6.16448945578441e-05,75.5722846414809,0.709259323434998,0.0309148509526751,4.63360339826742e-05,1,0.142857142857143,0.142857142857143,8099.9912925278
NBN_CMEAS,1,10,1,ok,,NaN,D:\code\multi_party_multi_modal\hamaza_code\Visualization\multiparty_nbn_cmaes\D10\suite_1_p1_balanced\archive_consensus_optima.txt,0,2,0,0,-Inf,Inf,NaN,Inf,NaN,NaN,0,0,NaN,0
NBN_CMEAS,2,10,1,ok,,NaN,D:\code\multi_party_multi_modal\hamaza_code\Visualization\multiparty_nbn_cmaes\D10\suite_2_p2_unequal_basins\archive_consensus_optima.txt,0,2,0,0,-Inf,Inf,NaN,Inf,NaN,NaN,0,0,NaN,0
NBN_CMEAS,3,10,1,ok,,NaN,D:\code\multi_party_multi_modal\hamaza_code\Visualization\multiparty_nbn_cmaes\D10\suite_3_p3_local_conflict\archive_consensus_optima.txt,0,1,0,0,-Inf,Inf,NaN,Inf,NaN,NaN,0,0,NaN,0
NBN_CMEAS,4,10,1,ok,,NaN,D:\code\multi_party_multi_modal\hamaza_code\Visualization\multiparty_nbn_cmaes\D10\suite_4_p4_rugged\archive_consensus_optima.txt,0,2,0,0,-Inf,Inf,NaN,Inf,NaN,NaN,0,0,NaN,0
NBN_CMEAS,5,10,1,ok,,NaN,D:\code\multi_party_multi_modal\hamaza_code\Visualization\multiparty_nbn_cmaes\D10\suite_5_p5_rotated\archive_consensus_optima.txt,1,1,0,0,65.2267699718546,24.7732300281454,65.2267699718546,0.0215189131856678,0.0215189131856678,0.0215189131856678,1,1,0,4388.71396986098
NBN_CMEAS,6,10,1,ok,,NaN,D:\code\multi_party_multi_modal\hamaza_code\Visualization\multiparty_nbn_cmaes\D10\suite_6_p6_deceptive\archive_consensus_optima.txt,0,2,0,0,-Inf,Inf,NaN,Inf,NaN,NaN,0,0,NaN,0
NBN_CMEAS,7,10,1,ok,,NaN,D:\code\multi_party_multi_modal\hamaza_code\Visualization\multiparty_nbn_cmaes\D10\suite_7_p7_hierarchical\archive_consensus_optima.txt,0,2,0,0,-Inf,Inf,NaN,Inf,NaN,NaN,0,0,NaN,0
NBN_CMEAS,8,10,1,ok,,NaN,D:\code\multi_party_multi_modal\hamaza_code\Visualization\multiparty_nbn_cmaes\D10\suite_8_p8_disconnected\archive_consensus_optima.txt,0,2,0,0,-Inf,Inf,NaN,Inf,NaN,NaN,0,0,NaN,0
NBN_CMEAS,9,10,1,ok,,NaN,D:\code\multi_party_multi_modal\hamaza_code\Visualization\multiparty_nbn_cmaes\D10\suite_9_p9_twenty_shared_optima\archive_consensus_optima.txt,4,20,0,0,83.2086255579975,6.79137444200254,75.1825479430962,0.986518369903451,0.0301340793956625,0.0115758690412791,1,0.25,0,6937.61504945414
NBN_CMEAS,10,10,1,ok,,NaN,D:\code\multi_party_multi_modal\hamaza_code\Visualization\multiparty_nbn_cmaes\D10\suite_10_p10_rotated_rugged_deceptive\archive_consensus_optima.txt,0,6,0,0,-Inf,Inf,NaN,Inf,NaN,NaN,0,0,NaN,0
NBN_CMEAS,11,10,1,ok,,NaN,D:\code\multi_party_multi_modal\hamaza_code\Visualization\multiparty_nbn_cmaes\D10\suite_11_p11_hierarchical_disconnected\archive_consensus_optima.txt,0,8,0,0,-Inf,Inf,NaN,Inf,NaN,NaN,0,0,NaN,0
NBN_CMEAS,12,10,1,ok,,NaN,D:\code\multi_party_multi_modal\hamaza_code\Visualization\multiparty_nbn_cmaes\D10\suite_12_p12_full_mixed_multimodal\archive_consensus_optima.txt,0,16,0,0,-Inf,Inf,NaN,Inf,NaN,NaN,0,0,NaN,0
